Company Name,Location,Date,Detail,Status Rocket,Rocket,Status Mission,Year,Month,Country
ULA,"SLC-17B, Cape Canaveral AFS, Florida, USA",2009-09-25 12:20:00+00:00,Delta II 7920-10C | STSS Demo,Statusretired,,Success,2009.0,September,USA
ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",2009-09-23 06:21:00+00:00,PSLV-CA | Oceansat-2 & Rideshares,Statusactive,21.0 ,Success,2009.0,September,India
MHI,"LA-Y2, Tanegashima Space Center, Japan",2009-09-10 17:01:00+00:00,H-IIB | HTV-1,Statusretired,112.5 ,Success,2009.0,September,Japan
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",2009-09-08 21:35:00+00:00,Atlas V 401 | PAN,Statusactive,109.0 ,Success,2009.0,September,USA
NASA,"LC-39A, Kennedy Space Center, Florida, USA",2009-08-28 03:59:00+00:00,Space Shuttle Discovery | STS-128,Statusretired,450.0 ,Success,2009.0,August,USA
KARI,"LC-1, Naro Space Center, South Korea",2009-08-25 08:00:00+00:00,Naro-1 | STSAT-2A,Statusretired,,Failure,2009.0,August,South Korea
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2009-08-21 22:09:00+00:00,Ariane 5 ECA | JCSAT-12 & Optus D3,Statusactive,200.0 ,Success,2009.0,August,France
ULA,"SLC-17A, Cape Canaveral AFS, Florida, USA",2009-08-17 10:35:00+00:00,Delta II 7925 | GPS IIRM-8,Statusretired,,Success,2009.0,August,USA
Kosmotras,"Site 109/95, Baikonur Cosmodrome, Kazakhstan",2009-07-29 18:46:00+00:00,Dnepr | DubaiSat 1 & Others,Statusretired,29.0 ,Success,2009.0,July,Kazakhstan
VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia",2009-07-21 03:57:00+00:00,Cosmos-3M (11K65M) | Cosmos 2454,Statusretired,,Success,2009.0,July,Russia
NASA,"LC-39A, Kennedy Space Center, Florida, USA",2009-07-15 22:03:00+00:00,Space Shuttle Endeavour | STS-127,Statusretired,450.0 ,Success,2009.0,July,USA
SpaceX,"Omelek Island, Ronald Reagan Ballistic Missile Defense Test Site, Marshall Islands, USA",2009-07-14 03:35:00+00:00,Falcon 1 | RazakSat,Statusretired,7.0 ,Success,2009.0,July,USA
VKS RF,"Site 133/3, Plesetsk Cosmodrome, Russia",2009-07-06 01:26:00+00:00,Rokot/Briz KM | Cosmos 2451 to 2453,Statusretired,41.8 ,Success,2009.0,July,Russia
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2009-07-01 19:52:00+00:00,Ariane 5 ECA | TerreStar-1,Statusactive,200.0 ,Success,2009.0,July,France
ULA,"SLC-37B, Cape Canaveral AFS, Florida, USA",2009-06-27 22:51:00+00:00,"Delta IV Medium+ (4,2) | GOES-O",Statusretired,164.0 ,Success,2009.0,June,USA
Land Launch,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",2009-06-21 21:50:00+00:00,Zenit-3 SLB | MEASAT 3a,Statusactive,,Success,2009.0,June,Kazakhstan
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",2009-06-18 17:32:00+00:00,Atlas V 421 | LRO/LCROSS,Statusactive,123.0 ,Success,2009.0,June,USA
Northrop,"LP-0B, Wallops Flight Facility, Virginia, USA",2009-05-19 23:55:00+00:00,Minotaur I | TacSat-3 / PharmaSat / AeroCube 3 / HawkSat I / CP6,Statusactive,40.0 ,Success,2009.0,May,USA
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2009-05-14 13:12:00+00:00,Ariane 5 ECA | Herschel Space Observatory & Planck,Statusactive,200.0 ,Success,2009.0,May,France
NASA,"LC-39A, Kennedy Space Center, Florida, USA",2009-05-11 18:01:00+00:00,Space Shuttle Atlantis | STS-125,Statusretired,450.0 ,Success,2009.0,May,USA
ULA,"SLC-2W, Vandenberg AFB, California, USA",2009-05-05 20:24:00+00:00,Delta II 7920-10C | STSS-ATRR,Statusretired,,Success,2009.0,May,USA
Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean",2009-04-20 08:15:00+00:00,Zenit-3 SL | Sicral-1B,Statusactive,,Success,2009.0,April,Pacific Ocean
ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India",2009-04-20 01:15:00+00:00,PSLV-CA | RISAT-2 & ANUSAT,Statusactive,21.0 ,Success,2009.0,April,India
KCST,"Pad 1, Tonghae Satellite Launching Ground, North Korea",2009-04-05 02:20:00+00:00,Unha-2 | Kwangmyngsng-2,Statusretired,,Failure,2009.0,April,North Korea
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",2009-04-04 00:31:00+00:00,Atlas V 421 | WGS-2,Statusactive,123.0 ,Success,2009.0,April,USA
ULA,"SLC-17A, Cape Canaveral AFS, Florida, USA",2009-03-24 08:34:00+00:00,Delta II 7925 | GPS IIRM-7,Statusretired,,Success,2009.0,March,USA
Eurockot,"Site 133/3, Plesetsk Cosmodrome, Russia",2009-03-17 14:21:00+00:00,Rokot/Briz KM | GOCE,Statusretired,41.8 ,Success,2009.0,March,Russia
NASA,"LC-39A, Kennedy Space Center, Florida, USA",2009-03-15 23:43:00+00:00,Space Shuttle Discovery | STS-119,Statusretired,450.0 ,Success,2009.0,March,USA
ULA,"SLC-17B, Cape Canaveral AFS, Florida, USA",2009-03-07 03:49:00+00:00,Delta II 7925-10L | Kepler,Statusretired,,Success,2009.0,March,USA
Land Launch,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",2009-02-26 08:30:00+00:00,Zenit-3 SLB | Telstar-11N,Statusactive,,Success,2009.0,February,Kazakhstan
Northrop,"SLC-576E, Vandenberg AFB, California, USA",2009-02-24 09:55:00+00:00,Minotaur C (Taurus) | Orbiting Carbon Observatory,Statusactive,45.0 ,Failure,2009.0,February,USA
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2009-02-12 22:09:00+00:00,"Ariane 5 ECA | Hot Bird 10, NSS-9, Spirale-A & B",Statusactive,200.0 ,Success,2009.0,February,France
ULA,"SLC-2W, Vandenberg AFB, California, USA",2009-02-06 10:22:00+00:00,Delta II 7320-10C | NOAA-N Prime,Statusretired,,Success,2009.0,February,USA
VKS RF,"Site 32/2, Plesetsk Cosmodrome, Russia",2009-01-30 13:30:00+00:00,Tsyklon-3 | Koronas Foton,Statusretired,,Success,2009.0,January,Russia
MHI,"LA-Y1, Tanegashima Space Center, Japan",2009-01-23 03:54:00+00:00,"H-IIA 202 | Ibuki, Maido 1 & Others",Statusactive,90.0 ,Success,2009.0,January,Japan
ULA,"SLC-37B, Cape Canaveral AFS, Florida, USA",2009-01-18 02:47:00+00:00,Delta IV Heavy | NROL-26,Statusactive,350.0 ,Success,2009.0,January,USA
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2008-12-20 22:35:00+00:00,Ariane 5 ECA | Hot Bird 9 & Eutelsat W2M,Statusactive,200.0 ,Success,2008.0,December,France
VKS RF,"Site 16/2, Plesetsk Cosmodrome, Russia",2008-12-02 04:59:00+00:00,Molniya-M /Block 2BL | Cosmos 2446,Statusretired,,Success,2008.0,December,Russia
NASA,"LC-39A, Kennedy Space Center, Florida, USA",2008-11-15 00:55:00+00:00,Space Shuttle Endeavour | STS-126,Statusretired,450.0 ,Success,2008.0,November,USA
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",2008-11-05 00:15:00+00:00,Long March 2D | Shiyan-3 & Chuangxin-1(02),Statusactive,29.75 ,Success,2008.0,November,China
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",2008-11-05 00:15:00+00:00,Long March 2D | Shiyan-3 & Chuangxin-1(02),Statusactive,29.75 ,Success,2008.0,November,China
CASC,"LC-2, Xichang Satellite Launch Center, China",2008-10-29 16:53:00+00:00,Long March 3B/E | VENESAT 1,Statusactive,29.15 ,Success,2008.0,October,China
ULA,"SLC-2W, Vandenberg AFB, California, USA",2008-10-25 02:28:00+00:00,Delta II 7420-10C | COSMO-3,Statusretired,,Success,2008.0,October,USA
CASC,"LC-9, Taiyuan Satellite Launch Center, China",2008-10-25 01:15:00+00:00,Long March 4B | Shijian-6E & F,Statusactive,64.68 ,Success,2008.0,October,China
ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India",2008-10-22 00:52:00+00:00,PSLV-XL | Chandrayaan-1,Statusactive,31.0 ,Success,2008.0,October,India
Northrop,"Stargazer, Ronald Reagan Ballistic Missile Defense Test Site, Marshall Islands, USA",2008-10-19 17:47:00+00:00,Pegasus XL | IBEX,Statusactive,40.0 ,Success,2008.0,October,USA
Kosmotras,"Site 370/13, Yasny Cosmodrome, Russia",2008-10-01 06:37:00+00:00,Dnepr | THEOS 1,Statusretired,29.0 ,Success,2008.0,October,Russia
SpaceX,"Omelek Island, Ronald Reagan Ballistic Missile Defense Test Site, Marshall Islands, USA",2008-09-28 23:15:00+00:00,Falcon 1 | RatSat,Statusretired,7.0 ,Success,2008.0,September,USA
CASC,"Site 901 (SLS-1), Jiuquan Satellite Launch Center, China",2008-09-28 13:10:00+00:00,Long March 2F/G | Shenzhou 7,Statusactive,,Success,2008.0,September,China
Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean",2008-09-24 09:27:00+00:00,Zenit-3 SL | Galaxy 19,Statusactive,,Success,2008.0,September,Pacific Ocean
ULA,"SLC-2W, Vandenberg AFB, California, USA",2008-09-06 18:50:00+00:00,Delta II 7420-10C | GeoEye-1,Statusretired,,Success,2008.0,September,USA
CASC,"LC-7, Taiyuan Satellite Launch Center, China",2008-09-06 03:25:00+00:00,Long March 2C/SMA | Huanjing-1A & 1B,Statusactive,,Success,2008.0,September,China
Kosmotras,"Site 109/95, Baikonur Cosmodrome, Kazakhstan",2008-08-29 07:15:00+00:00,Dnepr | RapidEye 1 to 5,Statusretired,29.0 ,Success,2008.0,August,Kazakhstan
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2008-08-14 20:44:00+00:00,Ariane 5 ECA | Superbird-7 & AMC-21,Statusactive,200.0 ,Success,2008.0,August,France
SpaceX,"Omelek Island, Ronald Reagan Ballistic Missile Defense Test Site, Marshall Islands, USA",2008-08-03 03:34:00+00:00,Falcon 1 | Flight 3,Statusretired,7.0 ,Failure,2008.0,August,USA
VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia",2008-07-22 02:40:00+00:00,Cosmos-3M (11K65M) | SAR-Lupe 5,Statusretired,,Success,2008.0,July,Russia
Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean",2008-07-16 05:20:00+00:00,Zenit-3 SL | EchoStar XI,Statusactive,,Success,2008.0,July,Pacific Ocean
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2008-07-07 21:47:00+00:00,Ariane 5 ECA | ProtoStar-1 & Badr-6,Statusactive,200.0 ,Success,2008.0,July,France
ULA,"SLC-2W, Vandenberg AFB, California, USA",2008-06-20 07:46:00+00:00,Delta II 7320-10C | Jason-2,Statusretired,,Success,2008.0,June,USA
VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia",2008-06-19 06:36:00+00:00,Cosmos-3M (11K65M) | Orbcomm Satellites,Statusretired,,Success,2008.0,June,Russia
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2008-06-12 22:05:00+00:00,Ariane 5 ECA | Skynet 5C & Turksat 3A,Statusactive,200.0 ,Success,2008.0,June,France
ULA,"SLC-17B, Cape Canaveral AFS, Florida, USA",2008-06-11 16:05:00+00:00,Delta II 7920H-10C | GLAST,Statusretired,,Success,2008.0,June,USA
CASC,"LC-2, Xichang Satellite Launch Center, China",2008-06-09 12:15:00+00:00,Long March 3B | ChinaSat 9,Statusactive,,Success,2008.0,June,China
NASA,"LC-39A, Kennedy Space Center, Florida, USA",2008-05-31 21:02:00+00:00,Space Shuttle Discovery | STS-124,Statusretired,450.0 ,Success,2008.0,May,USA
CASC,"LC-7, Taiyuan Satellite Launch Center, China",2008-05-27 03:02:00+00:00,Long March 4C | Fengyun-3A,Statusactive,64.68 ,Success,2008.0,May,China
VKS RF,"Site 133/3, Plesetsk Cosmodrome, Russia",2008-05-23 15:20:00+00:00,"Rokot/Briz KM | Cosmos 2437 to 2439, Youbilielnyi",Statusretired,41.8 ,Success,2008.0,May,Russia
Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean",2008-05-21 09:42:00+00:00,Zenit-3 SL | Galaxy 18,Statusactive,,Success,2008.0,May,Pacific Ocean
Land Launch,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",2008-04-28 05:00:00+00:00,Zenit-3 SLB | AMOS 3,Statusactive,,Partial Failure,2008.0,April,Kazakhstan
ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India",2008-04-28 03:53:00+00:00,PSLV-CA | Cartosat-2A & Rideshares,Statusactive,21.0 ,Success,2008.0,April,India
CASC,"LC-2, Xichang Satellite Launch Center, China",2008-04-25 15:35:00+00:00,Long March 3C | Tianlian I-01,Statusactive,20.14 ,Success,2008.0,April,China
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2008-04-18 22:17:00+00:00,Ariane 5 ECA | Star One C2 & Vinasat-1,Statusactive,200.0 ,Success,2008.0,April,France
Northrop,"Stargazer, Ronald Reagan Ballistic Missile Defense Test Site, Marshall Islands, USA",2008-04-15 17:01:00+00:00,Pegasus XL | C/NOFS,Statusactive,40.0 ,Success,2008.0,April,USA
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",2008-04-14 20:12:00+00:00,Atlas V 421 | ICO G1,Statusactive,123.0 ,Success,2008.0,April,USA
VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia",2008-03-27 17:16:00+00:00,Cosmos-3M (11K65M) | SAR-Lupe 4,Statusretired,,Success,2008.0,March,Russia
Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean",2008-03-19 22:47:00+00:00,Zenit-3 SL | DirecTV-11,Statusactive,,Success,2008.0,March,Pacific Ocean
ULA,"SLC-17A, Cape Canaveral AFS, Florida, USA",2008-03-15 06:10:00+00:00,Delta II 7925 | GPS IIRM-6,Statusretired,,Success,2008.0,March,USA
ULA,"SLC-3E, Vandenberg AFB, California, USA",2008-03-13 10:02:00+00:00,Atlas V 411 | NROL-28,Statusactive,115.0 ,Success,2008.0,March,USA
NASA,"LC-39A, Kennedy Space Center, Florida, USA",2008-03-11 06:28:00+00:00,Space Shuttle Endeavour | STS-123,Statusretired,450.0 ,Success,2008.0,March,USA
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2008-03-09 04:03:00+00:00,Ariane 5 ES | Jules Verne ATV,Statusretired,,Success,2008.0,March,France
MHI,"LA-Y1, Tanegashima Space Center, Japan",2008-02-23 08:55:00+00:00,H-IIA 202 | Kizuna,Statusactive,90.0 ,Success,2008.0,February,Japan
NASA,"LC-39A, Kennedy Space Center, Florida, USA",2008-02-07 19:45:00+00:00,Space Shuttle Atlantis | STS-122,Statusretired,450.0 ,Success,2008.0,February,USA
ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",2008-01-21 03:45:00+00:00,PSLV-CA | TecSAR,Statusactive,21.0 ,Success,2008.0,January,India
Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean",2008-01-15 11:48:00+00:00,Zenit-3 SL | Thuraya-3,Statusactive,,Success,2008.0,January,Pacific Ocean
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2007-12-21 21:41:00+00:00,Ariane 5 GS | Rascom-QAF1 & Horizons-2,Statusretired,,Success,2007.0,December,France
ULA,"SLC-17A, Cape Canaveral AFS, Florida, USA",2007-12-20 20:04:00+00:00,Delta II 7925 | GPS IIRM-5,Statusretired,,Success,2007.0,December,USA
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",2007-12-10 22:05:00+00:00,Atlas V 401 | NROL-24,Statusactive,109.0 ,Success,2007.0,December,USA
ULA,"SLC-2W, Vandenberg AFB, California, USA",2007-12-09 02:31:00+00:00,Delta II 7420-10C | COSMO-2,Statusretired,,Success,2007.0,December,USA
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2007-11-14 22:03:00+00:00,Ariane 5 ECA | Skynet 5B & Star One C1,Statusactive,200.0 ,Success,2007.0,November,France
CASC,"LC-7, Taiyuan Satellite Launch Center, China",2007-11-11 22:48:00+00:00,Long March 4C | Yaogan 3,Statusactive,64.68 ,Success,2007.0,November,China
ULA,"SLC-37B, Cape Canaveral AFS, Florida, USA",2007-11-11 01:50:00+00:00,Delta IV Heavy | DSP-23,Statusactive,350.0 ,Success,2007.0,November,USA
VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia",2007-11-01 00:51:00+00:00,Cosmos-3M (11K65M) | SAR-Lupe 3,Statusretired,,Success,2007.0,November,Russia
CASC,"LC-3, Xichang Satellite Launch Center, China",2007-10-24 10:05:00+00:00,Long March 3B | Chang'e 1,Statusactive,,Success,2007.0,October,China
VKS RF,"Site 16/2, Plesetsk Cosmodrome, Russia",2007-10-23 04:39:00+00:00,Molniya-M /Block 2BL | Cosmos 2430,Statusretired,,Success,2007.0,October,Russia
NASA,"LC-39A, Kennedy Space Center, Florida, USA",2007-10-23 03:38:00+00:00,Space Shuttle Discovery | STS-120,Statusretired,450.0 ,Success,2007.0,October,USA
ULA,"SLC-17A, Cape Canaveral AFS, Florida, USA",2007-10-17 12:23:00+00:00,Delta II 7925 | GPS IIRM-4,Statusretired,,Success,2007.0,October,USA
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",2007-10-11 00:22:00+00:00,Atlas V 421 | WSG-1,Statusactive,123.0 ,Success,2007.0,October,USA
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2007-10-05 22:02:00+00:00,Ariane 5 GS | Intelsat 11 & Optus D2,Statusretired,,Success,2007.0,October,France
ULA,"SLC-17B, Cape Canaveral AFS, Florida, USA",2007-09-27 11:34:00+00:00,Delta II 7925H | Dawn,Statusretired,,Success,2007.0,September,USA
CASC,"LC-7, Taiyuan Satellite Launch Center, China",2007-09-19 03:26:00+00:00,Long March 4B | CBERS-2B,Statusactive,64.68 ,Success,2007.0,September,China
ULA,"SLC-2W, Vandenberg AFB, California, USA",2007-09-18 18:35:00+00:00,Delta II 7920-10C | DigitalGlobe WorldView-1,Statusretired,,Success,2007.0,September,USA
MHI,"LA-Y1, Tanegashima Space Center, Japan",2007-09-14 01:31:00+00:00,H-IIA 2022 | SELENE,Statusretired,,Success,2007.0,September,Japan
VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia",2007-09-11 13:05:00+00:00,Cosmos-3M (11K65M) | Cosmos 2429,Statusretired,,Success,2007.0,September,Russia
ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India",2007-09-02 12:51:00+00:00,GSLV Mk I | INSAT-4CR,Statusretired,47.0 ,Partial Failure,2007.0,September,India
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2007-08-14 23:44:00+00:00,Ariane 5 ECA | Spaceway-3 & BSat-3A,Statusactive,200.0 ,Success,2007.0,August,France
NASA,"LC-39A, Kennedy Space Center, Florida, USA",2007-08-08 22:36:00+00:00,Space Shuttle Endeavour | STS-118,Statusretired,450.0 ,Success,2007.0,August,USA
ULA,"SLC-17A, Cape Canaveral AFS, Florida, USA",2007-08-04 09:26:00+00:00,Delta II 7925 | Phoenix,Statusretired,,Success,2007.0,August,USA
CASC,"LC-2, Xichang Satellite Launch Center, China",2007-07-05 20:08:00+00:00,Long March 3B | Chinasat-6B,Statusactive,,Success,2007.0,July,China
VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia",2007-07-02 19:38:00+00:00,Cosmos-3M (11K65M) | SAR-Lupe 2,Statusretired,,Success,2007.0,July,Russia
VKS RF,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",2007-06-29 10:00:00+00:00,Zenit-2 | Cosmos 2428,Statusretired,,Success,2007.0,June,Kazakhstan
Kosmotras,"Site 370/13, Yasny Cosmodrome, Russia",2007-06-28 15:02:00+00:00,Dnepr | Genesis 2,Statusretired,29.0 ,Success,2007.0,June,Russia
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",2007-06-15 15:11:00+00:00,Atlas V 401 | NROL-30 & NOSS-3,Statusactive,109.0 ,Partial Failure,2007.0,June,USA
Kosmotras,"Site 109/95, Baikonur Cosmodrome, Kazakhstan",2007-06-15 02:14:00+00:00,Dnepr | TerraSAR-X,Statusretired,29.0 ,Success,2007.0,June,Kazakhstan
NASA,"LC-39A, Kennedy Space Center, Florida, USA",2007-06-08 23:38:00+00:00,Space Shuttle Atlantis | STS-117,Statusretired,450.0 ,Success,2007.0,June,USA
ULA,"SLC-2W, Vandenberg AFB, California, USA",2007-06-08 02:34:00+00:00,Delta II 7420-10C | COSMO-SkyMed,Statusretired,,Success,2007.0,June,USA
CASC,"LC-2, Xichang Satellite Launch Center, China",2007-05-31 16:08:00+00:00,Long March 3A | SinoSat 3,Statusactive,69.7 ,Success,2007.0,May,China
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",2007-05-25 07:12:00+00:00,Long March 2D | Yaogan 2 & ZDPS-1,Statusactive,29.75 ,Success,2007.0,May,China
CASC,"LC-2, Xichang Satellite Launch Center, China",2007-05-13 16:01:00+00:00,Long March 3B/E | NIGCOMSAT-1,Statusactive,29.15 ,Success,2007.0,May,China
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2007-05-04 22:29:00+00:00,Ariane 5 ECA | Astra 1L & Galaxy 17,Statusactive,200.0 ,Success,2007.0,May,France
Northrop,"Stargazer, Vandenberg AFB, California, USA",2007-04-25 20:26:00+00:00,Pegasus XL | AIM,Statusactive,40.0 ,Success,2007.0,April,USA
Northrop,"LP-0B, Wallops Flight Facility, Virginia, USA",2007-04-24 06:48:00+00:00,Minotaur I | NFIRE,Statusactive,40.0 ,Success,2007.0,April,USA
ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India",2007-04-23 10:00:00+00:00,PSLV-CA | AGILE & AAM,Statusactive,21.0 ,Success,2007.0,April,India
Kosmotras,"Site 109/95, Baikonur Cosmodrome, Kazakhstan",2007-04-17 06:46:00+00:00,Dnepr | EgyptSat 1 & Others,Statusretired,29.0 ,Success,2007.0,April,Kazakhstan
CASC,"LC-2, Xichang Satellite Launch Center, China",2007-04-13 20:11:00+00:00,Long March 3A | Compass-M1,Statusactive,69.7 ,Success,2007.0,April,China
CASC,"LC-7, Taiyuan Satellite Launch Center, China",2007-04-11 03:27:00+00:00,Long March 2C | Haiyang-1B,Statusactive,30.8 ,Success,2007.0,April,China
SpaceX,"Omelek Island, Ronald Reagan Ballistic Missile Defense Test Site, Marshall Islands, USA",2007-03-21 01:10:00+00:00,Falcon 1 | DemoSat,Statusretired,7.0 ,Failure,2007.0,March,USA
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2007-03-11 22:03:00+00:00,Ariane 5 ECA | Skynet 5A & INSAT-4B,Statusactive,200.0 ,Success,2007.0,March,France
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",2007-03-09 03:10:00+00:00,"Atlas V 401 | STP-1, FalconSat-3",Statusactive,109.0 ,Success,2007.0,March,USA
MHI,"LA-Y1, Tanegashima Space Center, Japan",2007-02-24 04:41:00+00:00,"H-IIA 2024 | IGS-Optical 3V, IGS-Radar 2",Statusretired,,Success,2007.0,February,Japan
ULA,"SLC-17B, Cape Canaveral AFS, Florida, USA",2007-02-17 23:01:00+00:00,Delta II 7925-10C | THEMIS,Statusretired,,Success,2007.0,February,USA
CASC,"LC-2, Xichang Satellite Launch Center, China",2007-02-02 16:28:00+00:00,Long March 3A | Beidou-1D,Statusactive,69.7 ,Success,2007.0,February,China
Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean",2007-01-30 23:21:00+00:00,Zenit-3 SL | NSS-8,Statusactive,,Failure,2007.0,January,Pacific Ocean
ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",2007-01-10 03:54:00+00:00,PSLV-G | Cartosat-2 & SRE-1 & Rideshares,Statusretired,25.0 ,Success,2007.0,January,India
VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia",2006-12-19 14:00:00+00:00,Cosmos-3M (11K65M) | SAR-Lupe 1,Statusretired,,Success,2006.0,December,Russia
MHI,"LA-Y1, Tanegashima Space Center, Japan",2006-12-18 06:32:00+00:00,H-IIA 204 | Kiku 8,Statusactive,,Success,2006.0,December,Japan
Northrop,"LP-0B, Wallops Flight Facility, Virginia, USA",2006-12-16 12:00:00+00:00,Minotaur I | TacSat-2 & GeneSat-1,Statusactive,40.0 ,Success,2006.0,December,USA
ULA,"SLC-2W, Vandenberg AFB, California, USA",2006-12-14 21:00:00+00:00,Delta II 7920-10C | NROL-21,Statusretired,,Success,2006.0,December,USA
NASA,"LC-39B, Kennedy Space Center, Florida, USA",2006-12-10 00:47:00+00:00,Space Shuttle Discovery | STS-116,Statusretired,450.0 ,Success,2006.0,December,USA
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2006-12-08 22:08:00+00:00,Ariane 5 ECA | WildBlue-1 & AMC-18,Statusactive,200.0 ,Success,2006.0,December,France
CASC,"LC-2, Xichang Satellite Launch Center, China",2006-12-08 00:53:00+00:00,Long March 3A | Fengyun-2D,Statusactive,69.7 ,Success,2006.0,December,China
Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",2006-11-17 19:12:00+00:00,Delta II 7925 | GPS IIRM-3,Statusretired,,Success,2006.0,November,USA
Boeing,"SLC-6, Vandenberg AFB, California, USA",2006-11-04 13:53:00+00:00,Delta IV Medium | DMSP F17,Statusretired,133.0 ,Success,2006.0,November,USA
Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean",2006-10-30 23:48:00+00:00,Zenit-3 SL | XM-4,Statusactive,,Success,2006.0,October,Pacific Ocean
CASC,"LC-2, Xichang Satellite Launch Center, China",2006-10-28 16:20:00+00:00,Long March 3B | SinoSat 2,Statusactive,,Success,2006.0,October,China
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",2006-10-26 00:52:00+00:00,Delta II 7925-10L | STEREO,Statusretired,,Success,2006.0,October,USA
CASC,"LC-7, Taiyuan Satellite Launch Center, China",2006-10-23 23:34:00+00:00,Long March 4B | Shijian-6C & 6D,Statusactive,64.68 ,Success,2006.0,October,China
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2006-10-13 20:56:00+00:00,"Ariane 5 ECA | DirecTV-9S, Optus D1, LDREX-2",Statusactive,200.0 ,Success,2006.0,October,France
Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",2006-09-25 18:50:00+00:00,Delta II 7925 | GPS IIRM-2,Statusretired,,Success,2006.0,September,USA
ISAS,"Mu Pad, Uchinoura Space Center, Japan",2006-09-22 21:36:00+00:00,"Mu-V / M-25 | SSSat 2, Hinode & Camatai",Statusretired,,Success,2006.0,September,Japan
CASC,"LC-2, Xichang Satellite Launch Center, China",2006-09-12 16:02:00+00:00,Long March 3A | Chinasat-22A,Statusactive,69.7 ,Success,2006.0,September,China
MHI,"LA-Y1, Tanegashima Space Center, Japan",2006-09-11 04:35:00+00:00,H-IIA 202 | IGS-Optical 2,Statusactive,90.0 ,Success,2006.0,September,Japan
NASA,"LC-39B, Kennedy Space Center, Florida, USA",2006-09-09 15:14:00+00:00,Space Shuttle Atlantis | STS-115,Statusretired,450.0 ,Success,2006.0,September,USA
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",2006-09-09 07:00:00+00:00,Long March 2C | Shijian-8,Statusactive,30.8 ,Success,2006.0,September,China
